,,ZCHECKER_EVMAPMENU_CHANGEMAP1ASK,This command will warp you to the Everything map\nwithout saving current progress. \n\nAre you sure? [Y/N],Вы будете перенесены на карту Everything\nбез сохранения текущего прогресса. \n\nВы уверены? [Y/N]
,,ZCHECKER_EVMAPMENU_CHANGEMAP2ASK,This command will warp you to the\nEverything map (alternative version by StormCatcher.77)\nwithout saving current progress. \n\nAre you sure? [Y/N],Вы будете перенесены на альтернативную версию \nкарты Everything от StormCatcher.77\nбез сохранения текущего прогресса. \n\nВы уверены? [Y/N]
,,ZCHECKER_EVMAPMENU_WARPSTART,"Teleport to start\cc: ""\cmzcevg #\cqstart\cc""","Перейти на старт\cc: ""\cmzcevg #\cqstart\cc"""
,,ZCHECKER_EVMAPMENUDIV_WARPMONS,- Teleport to monsters -,- Переход к категориям монстров -
,,ZCHECKER_EVMAPMENU_WARPMONSTERS,"Monsters, regular\cc: ""\cmzcevg #\cdmons\cc""","Монстры, обычные\cc: ""\cmzcevg #\cdmons\cc"""
,,ZCHECKER_EVMAPMENU_WARPLMONS,"Monsters, large\cc: ""\cmzcevg #\cdlmons\cc""","Монстры, крупные\cc: ""\cmzcevg #\cdlmons\cc"""
,,ZCHECKER_EVMAPMENU_WARPHMONS,"Monsters, huge\cc: ""\cmzcevg #\cdhmons\cc""","Монстры, огромные\cc: ""\cmzcevg #\cdhmons\cc"""
,,ZCHECKER_EVMAPMENUDIV_WARPITEMS,- Teleport to items -,- Переход к категориям предметов -
,,ZCHECKER_EVMAPMENU_WARPWEAPS,"Weapons\cc: ""\cmzcevg #\cdweaps\cc""","Оружие\cc: ""\cmzcevg #\cdweaps\cc"""
,,ZCHECKER_EVMAPMENU_WARPAMMO,"Ammo\cc: ""\cmzcevg #\cdammo\cc""","Патроны\cc: ""\cmzcevg #\cdammo\cc"""
,,ZCHECKER_EVMAPMENU_WARPHPARMOR,"Health/armor items\cc: ""\cmzcevg #\cdhealth\cc""","Здоровье/броня\cc: ""\cmzcevg #\cdhealth\cc"""
,,ZCHECKER_EVMAPMENU_WARPPOWERUPS,"Powerups\cc: ""\cmzcevg #\cdpowerups\cc""","Усиления (powerups)\cc: ""\cmzcevg #\cdpowerups\cc"""
,,ZCHECKER_EVMAPMENU_WARPKEYS,"Keys\cc: ""\cmzcevg #\cdkeys\cc""","Ключи\cc: ""\cmzcevg #\cdkeys\cc"""
,,ZCHECKER_EVMAPMENU_WARPOTHITEMS,"Other items\cc: ""\cmzcevg #\cdothitems\cc""","Другие предметы\cc: ""\cmzcevg #\cdothitems\cc"""
,,ZCHECKER_EVMAPMENUDIV_WARPDECOR,- Teleport to decorations and objects -,- Переход к категориям декораций и объектов -
,,ZCHECKER_EVMAPMENU_WARPDSOLID,"Impassable, regular\cc: ""\cmzcevg #\cdsolid\cc""","Непроходимые, обычные\cc: ""\cmzcevg #\cdsolid\cc"""
,,ZCHECKER_EVMAPMENU_WARPDLSOLID,"Impassable, large\cc: ""\cmzcevg #\cdsolidl\cc""","Непроходимые, крупные\cc: ""\cmzcevg #\cdsolidl\cc"""
,,ZCHECKER_EVMAPMENU_WARPDETHER,"Passable, regular\cc: ""\cmzcevg #\cdpass\cc""","Бесплотные, обычные\cc: ""\cmzcevg #\cdpass\cc"""
,,ZCHECKER_EVMAPMENU_WARPDLETHER,"Passable, large\cc: ""\cmzcevg #\cdpassl\cc""","Бесплотные, крупные\cc: ""\cmzcevg #\cdpassl\cc"""
,,ZCHECKER_EVMAPMENU_WARPDSHOOT,"Shootable, regular\cc: ""\cmzcevg #\cdshoot\cc""","Атакуемые, обычные\cc: ""\cmzcevg #\cdshoot\cc"""
,,ZCHECKER_EVMAPMENU_WARPDLSHOOT,"Shootable, large\cc: ""\cmzcevg #\cdshootl\cc""","Атакуемые, крупные\cc: ""\cmzcevg #\cdshootl\cc"""
,,ZCHECKER_EVMAPMENU_WARPDNOBLKMAP,"NOBLOCKMAP-flagged\cc: ""\cmzcevg #\cdnoblockmap\cc""","Флаг NOBLOCKMAP\cc: ""\cmzcevg #\cdnoblockmap\cc"""
,,ZCHECKER_EVMAPMENU_WARPDNOINTRCT,"NOINTERACTION-flagged\cc: ""\cmzcevg #\cdnoint\cc""","Флаг NOINTERACTION\cc: ""\cmzcevg #\cdnoint\cc"""
,,ZCHECKER_EVMAPMENU_WARPDHUGE,"Huge decorations\cc: ""\cmzcevg #\cddhuge\cc""","Огромные декорации\cc: ""\cmzcevg #\cddhuge\cc"""
,,ZCHECKER_EVMAPMENUDIV_WARPOTHER,- Teleport to other actors -,- Переход к остальным категориям -
,,ZCHECKER_EVMAPMENU_WARPMISSILES,"Projectiles\cc: ""\cmzcevg #\cdproj\cc""","Снаряды (projectiles)\cc: ""\cmzcevg #\cdproj\cc"""
,,ZCHECKER_EVMAPMENU_WARPPLAYERS,"Player classes\cc: ""\cmzcevg #\cdplayers\cc""","Классы игроков\cc: ""\cmzcevg #\cdplayers\cc"""
,,ZCHECKER_EVMAPMENU_WARPOTHER,"Special actors\cc: ""\cmzcevg #\cdspecial\cc""","Особые акторы\cc: ""\cmzcevg #\cdspecial\cc"""
,,,,
, === Console commands control menu ===,,,
,,,,
,,ZCHECKER_CCMDMENU_TITLE,ZChecker: call console command,ZChecker: вызов консольных команд
,,ZCHECKER_CCMDMENU_HELPNOTE1,[WIP] Some frequently used commands will be here.,[В разработке] Часто используемые консольные команды.
,,ZCHECKER_CCMDMENU_HELPNOTE2,"All commands may be shown via the ""zchelp all""","Все команды могут быть показаны через ""zchelp all"";"
,,ZCHECKER_CCMDMENU_HELPNOTE3,"console command; also you may use ""zchelp <command>"".","также можно использовать ""zchelp <команда>""."
,,ZCHECKER_CCMDMENU_ZCHANDLER_ERROR,"\cxCannot locate ZChecker static event handler.\n\ciPossible reason: \cu""\crEventHandler = ...\cu""\n\ciin MAPINFO on GZDoom older than 4.8.0.\n\cxConsole commands cannot be used.","""\n\cxНе удаётся найти ZChecker static event handler.\n\ciВозможная причина: \cu""\crEventHandler = ...\cu""\n\ciв MAPINFO с GZDoom ниже версии 4.8.0.\n\cxКонсольные команды не могут быть использованы."
,,ZCHECKER_CCMDMENU_EXAMPLES,Command examples:,Примеры команд:
,,ZCHECKER_CCMDMENU_ZCADD,"""zcadd"": Add linetarget to panel","""zcadd"": Добавление цели под курсором в панель"
,,ZCHECKER_CCMDMENU_ZCADD_SELF,"""zcadd self"": Add self to panel","""zcadd self"": Добавление себя в панель"
,,ZCHECKER_CCMDMENU_ZCREM,"""zcrem"": Clear all panels","""zcrem"": Очистка всех панелей"
,,ZCHECKER_CCMDMENU_ZCHELP,"""zchelp"": Print short help to console","""zchelp"": Вывести краткую справку в консоль"
,,,,
,,,,
," === An Everything"" maps ==",,,
,,,,
,,ZCHECKER_EVMAP_INITERROR,"Cannot run due to the map errors, terminating.",Невозможно продолжить из-за ошибок на карте; останов.
,,ZCHECKER_EVMAP_RECREATEACTORS,Recreating/reloading map actors...,Пересоздание акторов на карте...
,,ZCHECKER_EVMAP_RELOADSECTORS,Reloading general properties for all sectors...,Перезагрузка свойств всех секторов...
,,ZCHECKER_EVMAP_AUTOIDDQD,Auto-godmode enabled.,Неуязвимость автоматически включена.
,,ZCHECKER_EVMAP_AUTONOTARGET,Auto-notarget enabled.,Команда notarget автоматически включена.
,,ZCHECKER_EVMAPSPAWN_SUCCESS,"\cqsummoned class ""\cd%s\cq""\c~ (sprite ""%s"").","\cqсоздан класс ""\cd%s\cq""\c~ (спрайт ""%s"")."
,,ZCHECKER_EVMAPSPAWN_SKIPBUILTIN,\chAll built-in classes has been skipped.,\chВсе встроенные классы были пропущены.
,,ZCHECKER_EVMAPSPAWN_EMPTYSPRITESKIP,"\c~class ""\cz%s\c~"" omitted because of empty sprite ""%s"".","\c~класс ""\cz%s\c~"" пропущен из-за пустого спрайта ""%s""."
,,ZCHECKER_EVMAPSPAWN_MISSPRITESKIP,"\c~class ""\cz%s\c~"" omitted because of \cpmissing sprite\c~ ""\cs%s\c~"".","\c~класс ""\cz%s\c~"" пропущен из-за \cpнесуществующего спрайта\c~ ""\cs%s\c~""."
,,ZCHECKER_EVMAPSPAWN_CORRUPSPRITESKIP,"\c~class ""\cz%s\c~"" omitted because of \crcorrupted sprite\c~ ""\cs%s\c~"" (tends to be ""%s"").","\c~класс ""\cz%s\c~"" пропущен из-за \crискажения спрайта\c~ ""\cs%s\c~"" (попытка стать ""%s"")."
,,ZCHECKER_EVMAPSPAWN_MISSILESSKIP,"\c~class ""\cz%s\c~"" omitted because of the \cemissile nature\c~.","\c~класс ""\cz%s\c~"" пропущен из-за того, что он \ceснаряд\c~ (missile)."
,,ZCHECKER_EVMAPSPAWN_INVISSKIP,"\c~class ""\cz%s\c~"" omitted because of \c-+STEALTH\c~/\c-+INVISIBLE\c~ flag set.","\c~класс ""\cz%s\c~"" пропущен из-за установленных флагов \c-+STEALTH\c~/\c-+INVISIBLE\c~."
,,ZCHECKER_EVMAPSPAWN_PLCHUNKSKIP,"\c~class ""\cz%s\c~"" omitted due to inheritance from the ""PlayerChunk"".","\c~класс ""\cz%s\c~"" пропущен из-за наследования от ""PlayerChunk""."
,,ZCHECKER_EVMAPSPAWN_BOSSBRAINSKIP,"\c~class ""\cz%s\c~"" omitted due to inheritance from the ""BossBrain"".","\c~класс ""\cz%s\c~"" пропущен из-за наследования от ""BossBrain""."
,,ZCHECKER_EVMAPSPAWN_REPLACEDSKIP,"\c~class ""\cz%s\c~"" replaced and thus omitted.","\c~класс ""\cz%s\c~"" заменён (replaced) и поэтому пропущен."
,,ZCHECKER_EVMAPSPAWN_REPLRESTRICTEDSKIP,"\c~replaced by ""\c-%s\c~"" class ""\c-%s\c~"" is unsafe\c~.","\c~заменённый (replaced) классом ""\c-%s\c~"" класс ""\c-%s\c~"" запрещён\c~."
,,ZCHECKER_EVMAPCATEGORY_PREFIX,\cuCategory \cj%s\cu. ,\cuКатегория \cj%s\cu. 
,,ZCHECKER_EVMAPCATEGORY_NORMALSPAWN,Spawned %i actor(s) in total,Всего акторов создано: %i
,,ZCHECKER_EVMAPCATEGORY_EMPTYSPAWN,No actors spawned,Акторов нет
,,ZCHECKER_EVMAPCATEGORY_PARTIALSPAWN,Spawned \ca%i/%i\cu actor(s) in total,Всего акторов создано: \ca%i/%i\cu
,,ZCHECKER_EVMAP_RESUMMON,\c~Spawned \c-%s\c~.,\c~Создан актор \c-%s\c~.
,,ZCHECKER_EVMAP_INFOSTR_REPLACES,%s \cnreplaces\c- %s,%s \cnreplaces\c- %s
,,,,
,,,,
,,,,
, === Console commands ===,,,
,,,,
,General:,,,
,,,,
,,ZCHECKER_CCMD_WIP,"\c~[Work-in-progress command, may behave strangely or not work at all].","\c~[Команда находится в разработке, может работать неочевидным образом или же не работать вовсе]."
,,,,
," ""ZCConsoleCommand::GetPlaceTestee()"" and ""ZCConsoleCommand::LinetraceActor()""",,,
,,ZCHECKER_GETACTOR_SKIPPEDSPECIAL,"Skipped ZChecker class ""%s"".","Пропущен внутренний класс ZChecker ""%s""."
,,ZCHECKER_GETACTOR_LTNOACTORS,No available linetarget actors found.,Доступных целей под курсором не найдено.
,,ZCHECKER_GETACTOR_EMPTYPOS,No actor in position %i.,Актора в позиции %i не существует.
,,ZCHECKER_GETACTOR_WRONGPOS,\c!Wrong position %i\c- (must be in range [1..%i]).,\c!Неверная позиция %i\c- (должна лежать в пределах [1..%i]).
,,ZCHECKER_GETACTOR_UNKNOWNKEYWORD,"\c!Unknown placeholder ""%s"" in position %i\c~. Possible values: \c-1..%i, s[elf], cam[era], lt\c~|\c-linetarget\c~.","\c!Неизвестная подстановка ""%s"" в позиции %i\c~. Возможные значения: \c-1..%i, s[elf], cam[era], lt\c~|\c-linetarget\c~."
,,,,
," ""ZCConsoleCommand::ParseSpecialActorName()""",,,
,,ZCHECKER_PARSENAME_WRONGSELECT,"Class selection index ""%s"" \c!isn't a positive integer\c-.","Выбор класса ""%s"" — \c!не положительное целое число\c-."
,,ZCHECKER_PARSENAME_EMPTYKEYWORD,"\c!Skipped\c- empty placeholder ""%s"". \c~You may use ""$null"" or ""$none"" to override this.","\c!Пропущена\c- подстановка ""%s"", вырождающаяся в пустую. \c~Для обхода этого можно использовать ""$null"" или ""$none""."
,,ZCHECKER_PARSENAME_UNSETVAR,"\c!Skipped\c- unset classname variable ""%s"".","\c!Пропущена\c- ещё не существующая переменная имени класса ""%s""."
,,ZCHECKER_PARSENAME_NOCLASSCHARS,\c!No class identifier characters provided\c-.,"\c!Нет ни одного символа, определяющего класс\c-."
,,ZCHECKER_PARSENAME_WITHFILTER,\c~ with filter \cj%s\c~,\c~ с фильтром \cj%s\c~
,,ZCHECKER_PARSENAME_NOTFOUND,Cannot find any suitable actor name candidates,"Не найдено кандидатов, подходящих под регулярное выражение"
,,ZCHECKER_PARSENAME_FOUNDSOME,Found more than one suitable actor name candidate,"Найдено более одного кандидата, подходящего под регулярное выражение"
,,ZCHECKER_PARSENAME_SELECTBOUNDS,\c!Selected index \cn%i \c!is out of range\c- of the found candidates (1..%i).,\c!Выбранный индекс \cn%i \c!находится вне дипапзона\c- найденных кандидатов (1..%i).
,,ZCHECKER_PARSENAME_IGNORESELECT,"Ignoring selection \cn%i\c-, the class is already unambiguously defined","Пропуск указания \cn%i\c-, класс и так определён однозначно"
,,,,
," ""ZCConsoleCommand::RemoveWorldThinker()""",,,
,,ZCHECKER_REMOVEPREVENT_LIVEPLAYER,"\crTried to destroy a live player %i, skipped\c-. You may enable this using the ""Allow dangerous actions"" option.","\crПопытка уничтожения живого игрока %i, отмена\c-. Переопределить можно с помощью опции ""Разрешить опасные действия""."
,,ZCHECKER_REMOVEWARNING_LIVEPLAYER,destroying live player,уничтожение живого игрока
,,ZCHECKER_REMOVEPREVENT_ZCINTERNAL,"\crInternal ZChecker class ""\c-%s\cr"" in the destroy list, skipped\c-. You may enable this using the ""Allow dangerous actions"" option.","\crВнутренний класс ZChecker ""\c-%s\cr"" в списке на уничтожение, отмена\c-. Переопределить можно с помощью опции ""Разрешить опасные действия""."
,,ZCHECKER_REMOVEWARNING_ZCINTERNAL,destroying internal ZChecker class,уничтожение внутреннего класса ZChecker
,,,,
," ""ZCAddCommand::HandleDuplicateActorFields()""",,,
,,ZCHECKER_ADD_DUPLICATELINK,\c~Found \c!duplicate link \c~for actor \c-%s\c~ in panel %i.,\c~Найдена \c!ссылка-дубликат \c~для актора \c-%s\c~ в панели %i.
,,,,
,,,,
," ""File ZCCommandsGeneral.zsc""",,,
,,,,
," ""zchelp"":",,,
,,ZCHECKER_ZCHELP_HELP_TITLE,zchelp [a[ll]|-a|--all|-v];zchelp <zccommand>,zchelp [a[ll]|-a|--all|-v];zchelp <zc-команда>
,,ZCHECKER_ZCHELP_HELP_DESC,"This help text. If <command> is provided, prints out a help text for the specific command (in most cases, with examples). Otherwise, if <all> output is enabled, displays the general complete help text.","Этот текст помощи. Если введена <команда>, выводит полную справку для неё (в большинстве случаев с примерами). Иначе, если введён аргумент <all>, показывает краткую справку по всем существующим командам."
,,ZCHECKER_ZCHELP_CANNOTFIND,"\czZChecker help: \cxcannot find ZChecker console command \c~""\c-%s\c~""\cx.","\czСправка ZChecker: \cxне удаётся найти консольную команду ZChecker \c~""\c-%s\c~""\cx."
,,ZCHECKER_ZCHELP_VERBOSETITLE,"\cyZChecker \chv%s.
  (c)\cj JSO_x \cha.k.a.\cj Morthimer McMare\ch;
  (c)\cj LLDM-Doom-modding\ch team.\n\n","\cyZChecker \chv%s.
  (c)\cj JSO_x\ch a.k.a.\cj Morthimer McMare\ch;
  (c)\ch Команда \cj LLDM-Doom-modding\ch.\n\n"
,,ZCHECKER_ZCHELP_HEADERCOMMONCCMDS,"\cjAvailable commands, commonly used\c-:",\cjСписок основных доступных команд\c-:
,,ZCHECKER_ZCHELP_HEADERALLCCMDS,"\cjAvailable commands, complete list\c-:",\cjПолный список доступных команд\c-:
,,,,
," ""zcadd"":",,,
,,ZCHECKER_ZCADD_HELP_TITLE,zcadd [s[elf]|w[eapon]|cam[era]|force] [<panel>];zcaddself [<panel>];zcaddweap [<panel>];zcaddforce [<panel>];zcaddlistget [[[:]<classfilter>:]<numindex>] [<panel>],zcadd [s[elf]|w[eapon]|cam[era]|force] [<панель>];zcaddself [<панель>];zcaddweap [<панель>];zcaddforce [<панель>];zcaddlistget [[:]<класс>:]<порядковый номер> [<панель>]
,,ZCHECKER_ZCADD_HELP_DESC,"Add the linetarget/current player/current weapon/non-solid linetarget/random world actor into the panels list. <panel> is a panel number to set to; if omitted, the first empty slot will be used.","Добавление цели под курсором (без суффикса)/этого игрока (""self"")/текущего оружия (""weap"")/бесплотной цели (""force"")/произвольного актора (""listget"") в информационную панель. <панель> — номер самой панели; по умолчанию используется первый свободный слот."
,,ZCHECKER_ZCADD_ADDINSUFFPLACE,"Cannot add target to the panels list, insufficient space. Try adding the target to list directly via ""zcadd 1""..""zcadd %i"".","Нельзя добавить цель, недостаточно места в списке. Можно использовать присвоение в определённую панель через ""zcadd 1""..""zcadd %i""."
,,ZCHECKER_ZCADD_NOWEAPON,"No weapon, cannot add.",Текущего оружия нет.
,,ZCHECKER_ZCADD_FORCENOTFOUND,Cannot find any suitable actors.,Не удаётся найти подходящего актора.
,,ZCHECKER_ZCADD_CAMERAISPLAYER,"\c~Player camera is linked to the player, adding player actor itself.","\c~Камера игрока прикреплена к самому игроку, добавление последнего."
,,ZCHECKER_ZCADD_SUCCESSCOMMON,Added actor %s,Добавлен актор %s
,,ZCHECKER_ZCADD_SUCCESSPLAYER,Added a PlayerPawn actor %s,Добавлен наследованный от PlayerPawn актор %s
,,ZCHECKER_ZCADD_SUCCESSWEAPON,Added a StateProvider actor %s,Добавлен наследованный от StateProvider актор %s
,,ZCHECKER_ZCADD_SUCCESSFORCED,Added actor %s,Добавлен актор %s
,,ZCHECKER_ZCADD_SUCCESSCAMERA,Added a player camera %s,Добавлена камера игрока %s
,,ZCHECKER_ZCADD_USINGPREVLINK,\c~Using previous link in panel \cj%i\c~ for actor \cu%s\c~.,\c~Используется уже существующая ссылка (панель \cj%i\c~) для актора \cu%s\c~.
,,,,
," ""zcrem"":",,,
,,ZCHECKER_ZCREM_HELP_TITLE,zcrem [<panel>],zcrem [<панель>]
,,ZCHECKER_ZCREM_HELP_DESC,Remove testee from informational panel <panel>; removes the whole list if no argument provided.,"Убирает актора из информационной панели под номером <panel>; очищает весь список, если аргумента нет."
,,ZCHECKER_ZCREM_SUCCESS,"Removed actor ""%s"" <%s> from position %i.","Удалён актор ""%s"" <%s> с позиции %i."
,,ZCHECKER_ZCREM_SUCCESSTOTAL,All actors cleared from the infopanels.,Все акторы удалены из инфопанелей.
,,ZCHECKER_ZCREM_EMPTYPOS,"Cannot remove, there's no actor in position %i.","Удалить невозможно, так как актора в позиции %i нет."
,,,,
,,,,
,"File ""ZCCommandsActorAlter.zsc"":",,,
,,,,
," ""zcact"":",,,
,,ZCHECKER_ZCACT_HELP_TITLE,zcact [<pos>] <action>,zcact [<с кем>] <действие>
,,ZCHECKER_ZCACT_HELP_DESC,"Do special complex action with actor in <pos> (or linetarget, if omitted). Possible <action>s: ""rev[ive]""|""res[urrect]"", ""k[ill]"", ""xk[ill]""|""mdk"", ""destroy""|""rem[ove]""|""rm""|""del[ete]""","Делает некоторое комплексное действие с актором <с кем> (по умолчанию с целью под курсором). Список <действий>: ""rev[ive]""|""res[urrect]"", ""k[ill]"", ""xk[ill]""|""mdk"", ""destroy""|""rem[ove]""|""rm""|""del[ete]""."
,,ZCHECKER_ZCACT_CANNOTREVIVE,Cannot revive actor %s,Невозможно воскресить актора %s.
,,ZCHECKER_ZCACT_REVIVED,Revived actor %s,Актор %s воскрешён.
,,ZCHECKER_ZCACT_REVIVEVANISH,"Actor %s revived, but vanished.","Актор %s был воскрешён, но сразу же исчез."
,,ZCHECKER_ZCACT_REVIVEBLOCKED,Actor %s reviving \cablocked\c-.,Воксрешение актора %s \caблокируется\c-.
,,ZCHECKER_ZCACT_KILLED,Killed actor %s.,Актор %s убит.
,,ZCHECKER_ZCACT_CANNOTKILL,Cannot kill actor %s,Не удаётся убить актора %s.
,,ZCHECKER_ZCACT_XKILLED,Extremely killed actor %s.,Актор %s жестоко убит.
,,ZCHECKER_ZCACT_CANNOTXKILL,Cannot extremely kill actor %s,Не удаётся жестоко убить актора %s.
,,ZCHECKER_ZCACT_DESTROYED,Destroyed actor %s.,Актор %s уничтожен.
,,,,
," ""zcgive"":",,,
,,ZCHECKER_ZCGIVE_HELP_TITLE,zcgive [<pos>] <item> [<amount=1>],zcgive [<кому>] <предмет> [<количество=1>]
,,ZCHECKER_ZCGIVE_HELP_DESC,"Give <amount> <item>s to the testee <pos> (or linetarget, if omitted)",Выдаёт <количество> <предмет>ов актору <кому> (по умолчанию цели под курсором).
,,ZCHECKER_ZCGIVE_SUCCESS,"Item ""%s"" was given to actor ""%s"".","Предмет ""%s"" был выдан актору ""%s""."
,,ZCHECKER_ZCGIVE_CANNOTRECEIVE,Actor %s cannot receive item.,Актор %s не может принять предмет.
,,ZCHECKER_ZCGIVE_NOTINVCLASS,"""%s"" isn't an Inventory actor.","""%s"" — не класс Inventory."
,,,,
," ""zctake"":",,,
,,ZCHECKER_ZCTAKE_HELP_TITLE,zctake [<pos>] <item> [<amount=1>],zctake [<от кого>] <предмет> [<количество=1>]
,,ZCHECKER_ZCTAKE_HELP_DESC,"Take <amount> <item>s from the testee <pos> (or linetarget, if omitted)",Отбирает <количество> <предмет>ов у актора <от кого> (по умолчанию у цели под курсором).
,,ZCHECKER_ZCTAKE_SUCCESS,"Item ""%s"" is taken from actor ""%s"".","Предмет ""%s"" был отобран от актора ""%s""."
,,ZCHECKER_ZCTAKE_CANNOTRECEIVE,Cannot take item from actor %s.,Невозможно отобрать предмет у актора %s.
,,ZCHECKER_ZCTAKE_NOTINVCLASS,"""%s"" isn't an Inventory actor.","""%s"" — не класс Inventory."
,,,,
," ""zcsummon"":",,,
,,ZCHECKER_ZCSUMMON_HELP_TITLE,zcsummon <class> [<amount=1>] [<comma-separated list of extra properties>],zcsummon <класс> [<количество=1>] [<разделённый запятыми список дополнительных свойств>]
,,ZCHECKER_ZCSUMMON_HELP_DESC,"Summon <amount> of <class>es by rules of build-in eponymous command. Extended info (<extras>) may be provided as a comma-separated list without spaces. Possible parameters are:
  BEHAVIOR: f[riend]|foe, aggr[essiveness]:<dflt55>, [no]infi[ght], notproj[ectile];
  WORLD   : [rel]ang[le]:<angle>, [rel]pitch:<pitch>, zofs:<mappixels>, f[wd]ofs:<mappixels>;
  SPECIAL : panel|add[:<pos>], tid:<TID>, spec:<special>, a[rg]0:<arg0>,...,a[rg]4:<arg4>, hp|health:<hp>.","Создаёт <количество> <класс>ов аналогично встроенной одноимённой команде. Дополнительные свойства могут быть перечислены через запятую без пробелов. Возможные значения (""rel"" — относительно игрока):
  ПОВЕДЕНИЕ: f[riend]|foe, aggr[essiveness]:<0-255>, [no]infi[ght], notproj[ectile];
  МИР      : [rel]ang[le]:<угол>, [rel]pitch:<тангаж>, zofs:<маппикселей>, f[wd]ofs:<маппикселей>;
  ДРУГОЕ   : panel|add[:<панель>], tid:<TID>, spec:<действие>, a[rg]0:<арг0>,...,a[rg]4:<арг4>, hp|health:<hp>."
,,ZCHECKER_ZCSUMMON_CLAMPINT,\c!%s (%i) isn't in range [%i; %i]. \c-Clamped to %i.,\c!%s (%i) вне диапазона [%i; %i]. \c-Ограничено до %i.
,,ZCHECKER_ZCSUMMON_CLAMPFLOAT,\c!%s (%f) isn't in range [%.3f; %.3f]. \c-Clamped to %.3f.,\c!%s (%f) вне диапазона [%.3f; %.3f]. \c-Ограничено до %.3f.
,,ZCHECKER_ZCSUMMON_WRONGPANEL,"\c!Wrong panel number ""%s"".","\c!Неверный номер панели ""%s""."
,,ZCHECKER_ZCSUMMON_WRONGARG,\c!Wrong argument number for parameter %s.,\c!Неверный числовой аргумент для параметра %s.
,,ZCHECKER_ZCSUMMON_WRONGDIGIT,"\c!Value ""%s"" \c-for parameter ""%s"" \c!isn't a digit\c-.","\c!Значение ""%s"" \c-для параметра ""%s"" — \c!не число\c-."
,,ZCHECKER_ZCSUMMON_EMPTYVALUE,"\c!Empty value for parameter ""%s"".","\c!Пустое значение в параметре ""%s""."
,,ZCHECKER_ZCSUMMON_UNKNOWNPARAM,"\c!Unknown parameter ""%s""","\c!Неизвевстный параметр ""%s"""
,,ZCHECKER_ZCSUMMON_UNKNOWNFLAG,"\c!Unknown flag ""%s"".","\c!Неизвестный флаг ""%s""."
,,ZCHECKER_ZCSUMMON_LIMITPREVENT,"Trying to summon more than 256 actors in once. \c~You may disable this limit using the ""Allow dangerous actions"" option.","Попытка создать более 256 акторов за раз. \c~Отключить это можно через опцию ""Разрешить опасные действия""."
,,ZCHECKER_ZCSUMMON_LIMITWARNING,summoning more than 256 actors,создание более чем 256 акторов
,,ZCHECKER_ZCSUMMON_SUCCESS,"Summoned %i %s \c~of class ""\cd%s\c~"".","Создано: %i %s \c~класса ""\cd%s\c~""."
,,ZCHECKER_ZCSUMMON_SUCCESS_1ACTOR,actor,актор
,,ZCHECKER_ZCSUMMON_SUCCESS_ACTORS,actors,актор(ов)
,,ZCHECKER_ZCSUMMON_ADDINSUFFPLACE,"Cannot add actor to list, insufficient space. Try adding the target to the list directly via parameter ""panel:1""..""panel:%i"".","Нельзя добавить цель, недостаточно места в списке. Можно использовать присвоение в определённую панель через значение параметра ""panel:1""..""panel:%i""."
,,ZCHECKER_ZCSUMMON_ADDONLYLAST,\c~Only last summoned actor added to the list.,\c~Только последний созданный актор будет добавлен в панель.
,,ZCHECKER_ZCSUMMON_CANNOTSUMMON,"\caCannot summon actor class \cu""\c-%s\cu"". It may be abstract or immediately destroyed in the BeginPlay() override.","\caНе удаётся создать актор \cu""\c-%s\cu"". Возможно, он помечен как ""abstract"" или же мгновенно уничтожается в переопределении BeginPlay()."
,,ZCHECKER_ZCSUMMON_NOTACTOR,"""%s"" isn't an Actor class.","""%s"" — не класс Actor."
,,,,
," ""zccopyclass""/""zccopysummon"":",,,
,,ZCHECKER_ZCCOPYPASTE_HELP_TITLE,"zccopyclass;zccopysummon [<amount=1>] [<comma-separated list as in ""zcsummon"">]","zccopyclass;zccopysummon [<количество=1>] [<разделённый запятыми список как в ""zcsummon"">]"
,,ZCHECKER_ZCCOPYPASTE_HELP_DESC,"A paired command. ""zccopyclass"" saves a linetarget actor class into $savedclass classname variable; ""zccopysummon"" summons a $savedclass actor(s).","Сдвоенная команда. ""zccopyclass"" сохраняет название актора под курсором в переменную $savedclass; ""zccopysummon"" создаёт актор(ов) класса $savedclass."
,,,,
," ""zcsetflag"":",,,
,,ZCHECKER_ZCSETFLAG_HELP_TITLE,"zcsetflag [<pos>] <flag name> [<value: 0/f[alse]/reset or 1/t[rue]/set>[,nospec]];zcsetf [<pos>] <flag name> [<value>[,nospec]];zcsf [<pos>] <flag name> [<value>[,nospec]]","zcsetflag [<кому>] <название флага> [<значение: 0/f[alse]/reset or 1/t[rue]/set>[,nospec]];zcsetf [<кому>] <название флага> [<значение>[,nospec]];zcsf [<кому>] <название флага> [<значение>[,nospec]]"
,,ZCHECKER_ZCSETFLAG_HELP_DESC,"Set/reset a <flag> for the testee in <pos> (or linetarget actor, if omitted). If no <value> is provided, toggles the <flag>. Note: because of asynchronous ZScript netevent and ACS machine execution, the result for most of the flags will be delayed by 1 tic.","Устанавливает или сбрасывает <флаг> актору <кому> (по умолчанию цели под курсором). Переключает <флаг>, если <значение> не указано. Примечание: из-за асинхронного исполнения сетевых событий ZScript и машины ACS операция над флагом будет отложена на один игровой такт."
